instance_id,cluster_name,environment,region,application_name,business_unit,tier,engine,engine_version,instance_class,storage_gb,multi_az,reader_count,owner_team,support_group,criticality,rto_minutes,rpo_minutes,cost_center,patch_group
aur-0402,cluster-0402,STG,us-west-2,app-0402,Retail,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,4,Platform Team,DBA-L3,High,30,5,CC1402,Monthly
aur-0403,cluster-0403,QA,us-west-2,app-0403,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,250,Yes,5,Platform Team,DBA-L3,Medium,30,5,CC1403,Monthly
aur-0404,cluster-0404,DEV,ap-south-1,app-0404,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.large,1000,No,1,Platform Team,DBA-L3,High,30,1,CC1404,Quarterly
aur-0405,cluster-0405,UAT,us-west-2,app-0405,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,100,Yes,3,SRE Team,DBA-L3,Medium,15,5,CC1405,Quarterly
aur-0406,cluster-0406,QA,eu-west-1,app-0406,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,250,No,6,SRE Team,DBA-L3,Critical,30,15,CC1406,Quarterly
aur-0407,cluster-0407,PROD,eu-west-1,app-0407,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.xlarge,4000,Yes,0,SRE Team,DBA-L3,High,60,5,CC1407,Monthly
aur-0408,cluster-0408,DEV,us-east-1,app-0408,Retail,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,250,No,1,SRE Team,DBA-L3,Medium,15,1,CC1408,Monthly
aur-0409,cluster-0409,PROD,us-west-2,app-0409,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,4000,Yes,4,SRE Team,DBA-L3,High,60,5,CC1409,Quarterly
aur-0410,cluster-0410,PROD,ap-south-1,app-0410,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,1,SRE Team,DBA-L3,High,60,1,CC1410,Monthly
aur-0411,cluster-0411,QA,us-east-2,app-0411,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.8xlarge,2000,Yes,0,Platform Team,DBA-L3,High,60,15,CC1411,Monthly
aur-0412,cluster-0412,STG,ap-south-1,app-0412,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,Yes,1,Platform Team,DBA-L3,Critical,15,5,CC1412,Quarterly
aur-0413,cluster-0413,UAT,us-west-2,app-0413,Consumer,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,2000,Yes,2,DBA Team,DBA-L3,Critical,60,1,CC1413,Monthly
aur-0414,cluster-0414,PROD,ap-south-1,app-0414,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,No,5,DBA Team,DBA-L3,Critical,60,5,CC1414,Monthly
aur-0415,cluster-0415,STG,us-west-2,app-0415,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.8xlarge,1000,No,4,Platform Team,DBA-L3,Medium,15,5,CC1415,Monthly
aur-0416,cluster-0416,UAT,us-east-1,app-0416,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.4xlarge,250,No,4,SRE Team,DBA-L3,High,30,5,CC1416,Monthly
aur-0417,cluster-0417,UAT,eu-west-1,app-0417,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,250,Yes,1,SRE Team,DBA-L3,Critical,60,15,CC1417,Quarterly
aur-0418,cluster-0418,QA,us-east-1,app-0418,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,1000,Yes,5,DBA Team,DBA-L3,Critical,30,15,CC1418,Quarterly
aur-0419,cluster-0419,PROD,us-east-1,app-0419,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,No,3,DBA Team,DBA-L3,Medium,60,5,CC1419,Monthly
aur-0420,cluster-0420,PROD,us-east-1,app-0420,Consumer,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,100,No,8,Platform Team,DBA-L3,Medium,30,1,CC1420,Quarterly
aur-0421,cluster-0421,DEV,eu-west-1,app-0421,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,4000,Yes,5,Platform Team,DBA-L3,Critical,30,15,CC1421,Monthly
aur-0422,cluster-0422,UAT,eu-west-1,app-0422,Retail,Tier-2,Aurora PostgreSQL,13.12,db.r7g.2xlarge,2000,Yes,5,DBA Team,DBA-L3,Medium,30,1,CC1422,Monthly
aur-0423,cluster-0423,QA,eu-west-1,app-0423,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,250,No,2,DBA Team,DBA-L3,Medium,30,1,CC1423,Quarterly
aur-0424,cluster-0424,STG,us-east-2,app-0424,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,4000,No,4,Platform Team,DBA-L3,Medium,30,15,CC1424,Quarterly
aur-0425,cluster-0425,PROD,eu-west-1,app-0425,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,500,Yes,2,SRE Team,DBA-L3,High,30,15,CC1425,Quarterly
aur-0426,cluster-0426,UAT,us-east-2,app-0426,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,250,Yes,2,DBA Team,DBA-L3,High,15,5,CC1426,Quarterly
aur-0427,cluster-0427,PROD,us-east-2,app-0427,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,100,Yes,0,SRE Team,DBA-L3,High,15,1,CC1427,Quarterly
aur-0428,cluster-0428,QA,us-east-1,app-0428,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,2000,Yes,4,Platform Team,DBA-L3,Medium,60,5,CC1428,Monthly
aur-0429,cluster-0429,QA,us-west-2,app-0429,Retail,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,100,Yes,6,DBA Team,DBA-L3,Medium,30,1,CC1429,Quarterly
aur-0430,cluster-0430,UAT,us-west-2,app-0430,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,4000,No,0,Platform Team,DBA-L3,Medium,15,1,CC1430,Quarterly
aur-0431,cluster-0431,DEV,us-east-2,app-0431,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,500,No,3,Platform Team,DBA-L3,Medium,60,15,CC1431,Monthly
aur-0432,cluster-0432,DEV,us-east-2,app-0432,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.large,250,Yes,6,DBA Team,DBA-L3,Critical,15,5,CC1432,Quarterly
aur-0433,cluster-0433,DEV,us-east-2,app-0433,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.xlarge,500,Yes,6,DBA Team,DBA-L3,High,60,15,CC1433,Quarterly
aur-0434,cluster-0434,UAT,us-east-2,app-0434,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,2000,No,3,DBA Team,DBA-L3,Medium,15,15,CC1434,Monthly
aur-0435,cluster-0435,QA,us-east-1,app-0435,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,100,Yes,0,SRE Team,DBA-L3,High,30,15,CC1435,Quarterly
aur-0436,cluster-0436,STG,eu-west-1,app-0436,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,2000,Yes,6,SRE Team,DBA-L3,High,30,1,CC1436,Monthly
aur-0437,cluster-0437,UAT,ap-south-1,app-0437,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.large,100,Yes,8,DBA Team,DBA-L3,High,15,15,CC1437,Quarterly
aur-0438,cluster-0438,STG,eu-west-1,app-0438,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,500,Yes,1,SRE Team,DBA-L3,High,60,15,CC1438,Quarterly
aur-0439,cluster-0439,STG,ap-south-1,app-0439,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,Yes,1,DBA Team,DBA-L3,Critical,30,1,CC1439,Quarterly
aur-0440,cluster-0440,PROD,us-east-2,app-0440,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,500,No,1,Platform Team,DBA-L3,High,15,1,CC1440,Quarterly
aur-0441,cluster-0441,DEV,us-east-2,app-0441,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,1000,No,5,Platform Team,DBA-L3,Medium,60,5,CC1441,Quarterly
aur-0442,cluster-0442,STG,us-east-2,app-0442,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,500,Yes,7,SRE Team,DBA-L3,Medium,30,15,CC1442,Monthly
aur-0443,cluster-0443,DEV,us-east-2,app-0443,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,1000,Yes,2,SRE Team,DBA-L3,Critical,30,15,CC1443,Monthly
aur-0444,cluster-0444,STG,ap-south-1,app-0444,Platform,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,2000,Yes,3,DBA Team,DBA-L3,High,60,15,CC1444,Monthly
aur-0445,cluster-0445,QA,us-east-2,app-0445,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,No,8,DBA Team,DBA-L3,Critical,60,1,CC1445,Quarterly
aur-0446,cluster-0446,PROD,eu-west-1,app-0446,Finance,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,2000,Yes,1,SRE Team,DBA-L3,High,15,15,CC1446,Quarterly
aur-0447,cluster-0447,QA,ap-south-1,app-0447,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,No,1,Platform Team,DBA-L3,High,15,15,CC1447,Quarterly
aur-0448,cluster-0448,QA,us-west-2,app-0448,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,4000,No,2,SRE Team,DBA-L3,Medium,15,5,CC1448,Quarterly
aur-0449,cluster-0449,DEV,eu-west-1,app-0449,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.xlarge,1000,No,6,SRE Team,DBA-L3,Critical,30,1,CC1449,Monthly
aur-0450,cluster-0450,UAT,us-west-2,app-0450,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,1000,Yes,3,DBA Team,DBA-L3,Medium,30,15,CC1450,Monthly
aur-0451,cluster-0451,PROD,us-west-2,app-0451,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,1000,No,3,Platform Team,DBA-L3,Critical,60,15,CC1451,Quarterly
aur-0452,cluster-0452,UAT,eu-west-1,app-0452,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,2000,No,7,DBA Team,DBA-L3,Medium,15,5,CC1452,Monthly
aur-0453,cluster-0453,STG,eu-west-1,app-0453,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,Yes,6,Platform Team,DBA-L3,High,30,5,CC1453,Quarterly
aur-0454,cluster-0454,QA,us-east-2,app-0454,Retail,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,4000,No,7,Platform Team,DBA-L3,Critical,30,15,CC1454,Monthly
aur-0455,cluster-0455,STG,us-east-1,app-0455,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,6,SRE Team,DBA-L3,Critical,60,15,CC1455,Monthly
aur-0456,cluster-0456,PROD,us-west-2,app-0456,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,Yes,2,SRE Team,DBA-L3,Medium,60,1,CC1456,Quarterly
aur-0457,cluster-0457,STG,eu-west-1,app-0457,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,No,5,Platform Team,DBA-L3,High,60,1,CC1457,Quarterly
aur-0458,cluster-0458,PROD,us-east-1,app-0458,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,250,No,1,SRE Team,DBA-L3,Critical,30,1,CC1458,Monthly
aur-0459,cluster-0459,UAT,eu-west-1,app-0459,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,No,6,DBA Team,DBA-L3,Critical,30,5,CC1459,Monthly
aur-0460,cluster-0460,UAT,us-east-2,app-0460,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,1000,No,6,DBA Team,DBA-L3,Critical,30,15,CC1460,Monthly
aur-0461,cluster-0461,DEV,us-east-1,app-0461,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.xlarge,4000,Yes,2,DBA Team,DBA-L3,Medium,30,15,CC1461,Monthly
aur-0462,cluster-0462,UAT,eu-west-1,app-0462,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,1000,Yes,0,SRE Team,DBA-L3,Medium,30,15,CC1462,Monthly
aur-0463,cluster-0463,PROD,us-east-2,app-0463,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,2000,Yes,8,DBA Team,DBA-L3,High,15,5,CC1463,Quarterly
aur-0464,cluster-0464,STG,eu-west-1,app-0464,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,250,Yes,6,DBA Team,DBA-L3,High,30,15,CC1464,Quarterly
aur-0465,cluster-0465,STG,ap-south-1,app-0465,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,2000,No,3,Platform Team,DBA-L3,Medium,15,5,CC1465,Monthly
aur-0466,cluster-0466,UAT,ap-south-1,app-0466,Finance,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,250,Yes,6,SRE Team,DBA-L3,Medium,60,1,CC1466,Quarterly
aur-0467,cluster-0467,STG,us-west-2,app-0467,Finance,Tier-3,Aurora PostgreSQL,16.4,db.r7g.2xlarge,500,No,7,Platform Team,DBA-L3,Medium,60,15,CC1467,Quarterly
aur-0468,cluster-0468,DEV,us-west-2,app-0468,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,2000,Yes,2,DBA Team,DBA-L3,Critical,30,15,CC1468,Monthly
aur-0469,cluster-0469,PROD,ap-south-1,app-0469,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,2000,Yes,6,DBA Team,DBA-L3,Critical,30,1,CC1469,Quarterly
aur-0470,cluster-0470,STG,ap-south-1,app-0470,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,1000,No,1,SRE Team,DBA-L3,Critical,60,15,CC1470,Quarterly
aur-0471,cluster-0471,DEV,ap-south-1,app-0471,Retail,Tier-1,Aurora PostgreSQL,13.12,db.r7g.4xlarge,250,Yes,3,Platform Team,DBA-L3,Medium,30,5,CC1471,Monthly
aur-0472,cluster-0472,UAT,us-west-2,app-0472,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,100,No,5,DBA Team,DBA-L3,Medium,30,15,CC1472,Quarterly
aur-0473,cluster-0473,QA,us-west-2,app-0473,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,500,No,6,Platform Team,DBA-L3,Critical,15,15,CC1473,Monthly
aur-0474,cluster-0474,PROD,us-west-2,app-0474,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,2000,No,1,Platform Team,DBA-L3,Critical,15,5,CC1474,Monthly
aur-0475,cluster-0475,STG,us-west-2,app-0475,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,2000,Yes,2,SRE Team,DBA-L3,Medium,60,5,CC1475,Quarterly
aur-0476,cluster-0476,DEV,eu-west-1,app-0476,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,1000,Yes,1,SRE Team,DBA-L3,Critical,15,1,CC1476,Quarterly
aur-0477,cluster-0477,DEV,us-west-2,app-0477,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,100,Yes,7,SRE Team,DBA-L3,High,30,15,CC1477,Quarterly
aur-0478,cluster-0478,STG,us-east-1,app-0478,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,500,Yes,6,Platform Team,DBA-L3,High,30,5,CC1478,Monthly
aur-0479,cluster-0479,QA,us-east-1,app-0479,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,100,No,3,Platform Team,DBA-L3,Critical,60,1,CC1479,Quarterly
aur-0480,cluster-0480,PROD,us-west-2,app-0480,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,1000,No,5,Platform Team,DBA-L3,Critical,60,1,CC1480,Monthly
aur-0481,cluster-0481,UAT,us-west-2,app-0481,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.large,500,No,8,DBA Team,DBA-L3,Critical,60,5,CC1481,Quarterly
aur-0482,cluster-0482,UAT,us-east-1,app-0482,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,500,No,1,DBA Team,DBA-L3,High,15,5,CC1482,Monthly
aur-0483,cluster-0483,DEV,us-east-1,app-0483,Platform,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,No,6,Platform Team,DBA-L3,High,15,15,CC1483,Monthly
aur-0484,cluster-0484,QA,us-west-2,app-0484,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.2xlarge,250,No,2,Platform Team,DBA-L3,High,60,1,CC1484,Monthly
aur-0485,cluster-0485,PROD,us-west-2,app-0485,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,Yes,4,Platform Team,DBA-L3,High,60,1,CC1485,Monthly
aur-0486,cluster-0486,STG,eu-west-1,app-0486,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,Yes,3,SRE Team,DBA-L3,High,15,5,CC1486,Monthly
aur-0487,cluster-0487,STG,eu-west-1,app-0487,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.large,4000,No,0,DBA Team,DBA-L3,Critical,30,15,CC1487,Quarterly
aur-0488,cluster-0488,PROD,eu-west-1,app-0488,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,1000,Yes,5,DBA Team,DBA-L3,High,30,5,CC1488,Monthly
aur-0489,cluster-0489,UAT,eu-west-1,app-0489,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,1000,Yes,8,Platform Team,DBA-L3,Medium,15,5,CC1489,Monthly
aur-0490,cluster-0490,DEV,ap-south-1,app-0490,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,2000,Yes,1,DBA Team,DBA-L3,Medium,60,5,CC1490,Monthly
aur-0491,cluster-0491,QA,us-east-2,app-0491,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,4000,Yes,5,DBA Team,DBA-L3,Critical,60,1,CC1491,Monthly
aur-0492,cluster-0492,QA,us-east-1,app-0492,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.large,4000,Yes,1,DBA Team,DBA-L3,Medium,30,5,CC1492,Quarterly
aur-0493,cluster-0493,UAT,eu-west-1,app-0493,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,250,No,2,Platform Team,DBA-L3,High,30,15,CC1493,Quarterly
aur-0494,cluster-0494,PROD,us-east-2,app-0494,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,4000,No,5,DBA Team,DBA-L3,Medium,60,15,CC1494,Quarterly
aur-0495,cluster-0495,QA,ap-south-1,app-0495,Platform,Tier-2,Aurora PostgreSQL,16.4,db.r7g.xlarge,500,Yes,3,Platform Team,DBA-L3,High,15,1,CC1495,Quarterly
aur-0496,cluster-0496,PROD,eu-west-1,app-0496,Platform,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,4000,Yes,6,Platform Team,DBA-L3,High,15,5,CC1496,Monthly
aur-0497,cluster-0497,QA,us-west-2,app-0497,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.xlarge,100,Yes,2,DBA Team,DBA-L3,Critical,30,5,CC1497,Quarterly
aur-0498,cluster-0498,DEV,ap-south-1,app-0498,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,250,No,7,Platform Team,DBA-L3,Critical,15,5,CC1498,Monthly
aur-0499,cluster-0499,PROD,us-east-2,app-0499,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.8xlarge,500,No,5,DBA Team,DBA-L3,High,15,1,CC1499,Monthly
aur-0500,cluster-0500,STG,us-east-2,app-0500,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,250,No,2,SRE Team,DBA-L3,Medium,15,15,CC1500,Quarterly
aur-0501,cluster-0501,STG,us-west-2,app-0501,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,Yes,7,Platform Team,DBA-L3,Critical,30,5,CC1501,Monthly
aur-0502,cluster-0502,UAT,us-west-2,app-0502,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,1000,No,2,Platform Team,DBA-L3,Critical,60,15,CC1502,Monthly
aur-0503,cluster-0503,DEV,us-east-1,app-0503,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,No,4,SRE Team,DBA-L3,High,30,1,CC1503,Quarterly
aur-0504,cluster-0504,PROD,us-east-2,app-0504,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.4xlarge,250,Yes,3,Platform Team,DBA-L3,Critical,60,1,CC1504,Quarterly
aur-0505,cluster-0505,UAT,us-west-2,app-0505,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,4000,Yes,1,DBA Team,DBA-L3,Medium,15,1,CC1505,Monthly
aur-0506,cluster-0506,DEV,us-west-2,app-0506,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,100,No,4,DBA Team,DBA-L3,High,60,15,CC1506,Monthly
aur-0507,cluster-0507,PROD,us-east-2,app-0507,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,1000,Yes,7,DBA Team,DBA-L3,High,15,15,CC1507,Quarterly
aur-0508,cluster-0508,UAT,us-west-2,app-0508,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,No,4,SRE Team,DBA-L3,High,30,15,CC1508,Quarterly
aur-0509,cluster-0509,STG,us-east-2,app-0509,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,Yes,6,DBA Team,DBA-L3,Critical,60,15,CC1509,Monthly
aur-0510,cluster-0510,PROD,us-east-2,app-0510,Consumer,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,500,Yes,5,SRE Team,DBA-L3,Critical,15,1,CC1510,Monthly
aur-0511,cluster-0511,STG,us-west-2,app-0511,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,500,Yes,6,DBA Team,DBA-L3,Critical,15,1,CC1511,Quarterly
aur-0512,cluster-0512,UAT,ap-south-1,app-0512,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,100,No,0,Platform Team,DBA-L3,Critical,30,15,CC1512,Quarterly
aur-0513,cluster-0513,QA,us-west-2,app-0513,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,2000,No,3,SRE Team,DBA-L3,High,60,1,CC1513,Monthly
aur-0514,cluster-0514,DEV,us-east-2,app-0514,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,250,Yes,6,DBA Team,DBA-L3,High,30,5,CC1514,Quarterly
aur-0515,cluster-0515,PROD,us-east-2,app-0515,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,100,No,2,DBA Team,DBA-L3,Medium,30,1,CC1515,Quarterly
aur-0516,cluster-0516,PROD,us-west-2,app-0516,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,4000,No,8,DBA Team,DBA-L3,Medium,30,15,CC1516,Monthly
aur-0517,cluster-0517,DEV,us-east-1,app-0517,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,Yes,6,SRE Team,DBA-L3,Critical,60,1,CC1517,Monthly
aur-0518,cluster-0518,PROD,us-west-2,app-0518,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,Yes,7,SRE Team,DBA-L3,Medium,30,15,CC1518,Quarterly
aur-0519,cluster-0519,DEV,us-west-2,app-0519,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.4xlarge,500,Yes,0,DBA Team,DBA-L3,High,30,5,CC1519,Quarterly
aur-0520,cluster-0520,DEV,eu-west-1,app-0520,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.large,250,No,4,DBA Team,DBA-L3,Critical,30,15,CC1520,Quarterly
aur-0521,cluster-0521,UAT,eu-west-1,app-0521,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,Yes,8,DBA Team,DBA-L3,Medium,60,15,CC1521,Quarterly
aur-0522,cluster-0522,STG,ap-south-1,app-0522,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,250,Yes,8,DBA Team,DBA-L3,Critical,30,15,CC1522,Monthly
aur-0523,cluster-0523,DEV,us-east-2,app-0523,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,No,1,Platform Team,DBA-L3,Medium,30,1,CC1523,Monthly
aur-0524,cluster-0524,QA,us-east-1,app-0524,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,1000,No,0,SRE Team,DBA-L3,Critical,30,1,CC1524,Monthly
aur-0525,cluster-0525,STG,us-east-2,app-0525,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,100,Yes,7,Platform Team,DBA-L3,Medium,60,1,CC1525,Quarterly
aur-0526,cluster-0526,STG,us-east-1,app-0526,Retail,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,500,No,8,DBA Team,DBA-L3,High,15,15,CC1526,Monthly
aur-0527,cluster-0527,UAT,us-west-2,app-0527,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,4000,No,4,DBA Team,DBA-L3,Critical,30,5,CC1527,Monthly
aur-0528,cluster-0528,PROD,us-west-2,app-0528,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,2000,No,3,Platform Team,DBA-L3,Critical,30,15,CC1528,Monthly
aur-0529,cluster-0529,UAT,ap-south-1,app-0529,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,No,8,Platform Team,DBA-L3,Critical,15,15,CC1529,Quarterly
aur-0530,cluster-0530,DEV,us-east-2,app-0530,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,250,No,2,DBA Team,DBA-L3,High,30,1,CC1530,Quarterly
aur-0531,cluster-0531,UAT,ap-south-1,app-0531,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,500,Yes,5,DBA Team,DBA-L3,Critical,30,15,CC1531,Quarterly
aur-0532,cluster-0532,QA,ap-south-1,app-0532,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,4000,Yes,5,Platform Team,DBA-L3,High,30,5,CC1532,Quarterly
aur-0533,cluster-0533,PROD,eu-west-1,app-0533,Retail,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,No,3,Platform Team,DBA-L3,Critical,60,5,CC1533,Monthly
aur-0534,cluster-0534,DEV,eu-west-1,app-0534,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.4xlarge,1000,No,0,SRE Team,DBA-L3,Medium,15,15,CC1534,Monthly
aur-0535,cluster-0535,QA,us-west-2,app-0535,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.xlarge,4000,Yes,5,DBA Team,DBA-L3,High,15,1,CC1535,Quarterly
